,feature,size
3742,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 'mc.company_id', '=', '14947']",7243.0
3743,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '>', '626']",2032904.0
3744,"['ci.person_id', '<', '2485358', 'ci.role_id', '>', '1']",11545584.0
3745,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mc.company_id', '>', '12788', 'mk.keyword_id', '=', '14403']",821.0
3746,"['mk.keyword_id', '<', '25572']",3787272.0
3747,"['t.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 'mk.keyword_id', '=', '903']",324.0
3748,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2009', 'mi.info_type_id', '=', '98']",258360.0
3749,"['ci.person_id', '<', '1483889']",15039342.0
3750,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '>', '1822571', 'ci.role_id', '>', '2']",11121637.0
3751,"['mc.company_id', '>', '12526']",1186648.0
3752,"['mk.keyword_id', '>', '8038']",1743454.0
3753,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '2010']",183125.0
3754,"['ci.person_id', '>', '193553', 'ci.role_id', '>', '1']",23008792.0
3755,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '3', 't.production_year', '>', '2010', 'mc.company_type_id', '>', '1', 'ci.person_id', '>', '1877114', 'ci.role_id', '>', '4']",590560.0
3756,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '2013', 'mi.info_type_id', '=', '18', 'mk.keyword_id', '>', '7078']",166599.0
3757,"['t.id', '=', 'mc.movie_id', 't.production_year', '<', '2004', 'mc.company_id', '=', '78559']",3.0
3758,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mi.info_type_id', '=', '9']",903796.0
3759,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.production_year', '=', '1999', 'ci.person_id', '>', '2584796']",567809.0
3760,"['mk.keyword_id', '<', '482']",624081.0
3761,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '1914', 'mi.info_type_id', '=', '8']",52153.0
3762,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '=', '3287700', 'ci.role_id', '<', '10', 'mi.info_type_id', '=', '2']",102.0
3763,"['t.id', '=', 'mc.movie_id', 't.production_year', '=', '2008', 'mc.company_id', '<', '686']",22739.0
3764,"['ci.person_id', '>', '3794583']",1378522.0
3765,"['mk.keyword_id', '=', '1332']",131.0
3766,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '2008', 'mk.keyword_id', '=', '348']",26803.0
3767,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '2010']",1514474.0
3768,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '>', '957398', 'ci.role_id', '>', '3']",155684973.0
3769,"['mk.keyword_id', '=', '2137']",354.0
3770,"['t.id', '=', 'ci.movie_id', 't.production_year', '=', '1984']",255783.0
3771,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '<', '2656140']",317351775.0
3772,"['ci.person_id', '=', '2753069']",1.0
3773,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 'mc.company_id', '<', '11137', 'mc.company_type_id', '>', '1']",201437.0
3774,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '>', '2012']",462316.0
3775,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'ci.role_id', '=', '1', 'mk.keyword_id', '=', '3055']",19522.0
3776,"['t.id', '=', 'mc.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2012', 'mc.company_id', '<', '19687', 'mc.company_type_id', '>', '1']",321832.0
3777,"['t.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 'ci.person_id', '>', '1456', 'ci.role_id', '>', '8']",2124302.0
3778,"['mc.company_id', '=', '160', 'mc.company_type_id', '>', '1']",619.0
3779,"['mk.keyword_id', '<', '1678']",1291892.0
3780,"['t.id', '=', 'mc.movie_id', 't.production_year', '<', '2002', 'mc.company_id', '=', '13543']",2327.0
3781,"['t.id', '=', 'mc.movie_id', 't.production_year', '>', '2012', 'mc.company_id', '=', '19']",259.0
3782,"['t.id', '=', 'mk.movie_id', 't.production_year', '<', '1997', 'mk.keyword_id', '>', '875']",1698426.0
3783,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '<', '382']",3093855.0
3784,"['mc.company_id', '<', '594', 'mc.company_type_id', '=', '2']",144602.0
3785,"['t.id', '=', 'mc.movie_id', 't.production_year', '<', '1999', 'mc.company_id', '=', '18630', 'mc.company_type_id', '<', '2']",131.0
3786,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 'mc.company_id', '>', '1461', 'mi_idx.info_type_id', '<', '101']",1311238.0
3787,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mc.company_id', '>', '1717', 'mi_idx.info_type_id', '=', '99']",918392.0
3788,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'ci.person_id', '=', '1398251', 'ci.role_id', '<', '9', 'mk.keyword_id', '<', '989']",598.0
3789,"['mk.keyword_id', '>', '9585']",1599351.0
3790,"['t.id', '=', 'mc.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '1984', 'mc.company_id', '>', '11253', 'mc.company_type_id', '=', '1']",669.0
3791,"['ci.person_id', '<', '458938', 'ci.role_id', '<', '8']",4247673.0
3792,"['mk.keyword_id', '<', '1284']",1138586.0
3793,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '373']",7419.0
3794,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '>', '1982', 'mi.info_type_id', '=', '6']",776381.0
3795,"['mk.keyword_id', '>', '18860']",982269.0
3796,"['mk.keyword_id', '>', '24318']",775426.0
3797,"['mc.company_id', '>', '1705']",1823538.0
3798,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '=', '2797869']",528.0
3799,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '1990', 'mi.info_type_id', '>', '6']",29947.0
3800,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '1', 't.production_year', '<', '2012']",7672928.0
3801,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '2008', 'mc.company_id', '<', '11156', 'mi_idx.info_type_id', '>', '100']",30711.0
3802,"['mc.company_id', '<', '846']",632067.0
3803,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.production_year', '>', '1954', 'ci.person_id', '>', '1633057', 'ci.role_id', '>', '10']",524391.0
3804,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '<', '1982', 'ci.person_id', '>', '3071373']",11208433.0
3805,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '2008', 'mk.keyword_id', '>', '21181']",966740.0
3806,"['mk.keyword_id', '=', '224']",1192.0
3807,"['mk.keyword_id', '=', '5776']",359.0
3808,"['mc.company_id', '=', '68', 'mc.company_type_id', '=', '2']",2411.0
3809,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1971', 'mc.company_id', '=', '466', 'mc.company_type_id', '=', '1']",1372.0
3810,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2011', 'mi.info_type_id', '<', '18', 'mk.keyword_id', '<', '67071']",145423800.0
3811,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2009', 'mk.keyword_id', '<', '870']",64696.0
3812,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '<', '2012', 'mi_idx.info_type_id', '=', '101']",1293705.0
3813,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '2005', 'mi.info_type_id', '=', '2', 'mk.keyword_id', '>', '797']",2465501.0
3814,"['mc.company_id', '<', '3232', 'mc.company_type_id', '=', '2']",268743.0
3815,"['t.id', '=', 'ci.movie_id', 't.production_year', '<', '1954', 'ci.role_id', '=', '10']",32453.0
3816,"['t.kind_id', '=', '7', 't.production_year', '=', '1989']",12643.0
3817,"['mc.company_id', '>', '82600']",396543.0
3818,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1998', 'mi.info_type_id', '>', '1']",2094306.0
3819,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '<', '47779', 'mc.company_type_id', '=', '1']",1244284.0
3820,"['mc.company_id', '=', '1684']",3986.0
3821,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '15389']",55460032.0
3822,"['t.production_year', '<', '1907']",16892.0
3823,"['t.id', '=', 'mk.movie_id', 't.production_year', '>', '2002', 'mk.keyword_id', '<', '7506']",1012134.0
3824,"['mi.info_type_id', '<', '57']",13694485.0
3825,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1965', 'mc.company_id', '>', '27268', 'mi.info_type_id', '<', '16']",728912.0
3826,"['mk.keyword_id', '<', '33657']",3976822.0
3827,"['t.kind_id', '=', '1', 't.production_year', '=', '2005']",15457.0
3828,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '=', '472609']",76.0
3829,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '<', '1925', 'mc.company_id', '>', '159', 'mi.info_type_id', '<', '98']",2255883.0
3830,"['mk.keyword_id', '=', '3635']",190.0
3831,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mk.keyword_id', '>', '1382']",2848779.0
3832,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '2671']",3126.0
3833,"['mc.company_id', '=', '554']",2106.0
3834,"['t.id', '=', 'mk.movie_id', 't.production_year', '<', '1980']",1273513.0
3835,"['ci.person_id', '<', '1334206', 'ci.role_id', '>', '5']",1592978.0
3836,"['t.id', '=', 'mk.movie_id', 't.production_year', '=', '2000', 'mk.keyword_id', '=', '10296']",4.0
3837,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2011', 'mi.info_type_id', '<', '2']",40758.0
3838,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1976', 'mi_idx.info_type_id', '<', '100']",243478.0
3839,"['mc.company_id', '>', '74', 'mc.company_type_id', '<', '2']",1103429.0
3840,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2000', 'ci.person_id', '>', '401098', 'ci.role_id', '>', '1', 'mi.info_type_id', '=', '18']",273956.0
3841,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 'ci.person_id', '<', '2455445', 'ci.role_id', '=', '3']",859916.0
3842,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_type_id', '=', '1', 'mk.keyword_id', '=', '29028']",188.0
3843,"['t.id', '=', 'mk.movie_id', 't.production_year', '>', '2012', 'mk.keyword_id', '<', '1741']",13463.0
3844,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '>', '3981111', 'ci.role_id', '>', '1']",8655558.0
3845,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '<', '2870793', 'mi.info_type_id', '<', '4']",49751667.0
3846,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 'ci.person_id', '>', '1686020', 'ci.role_id', '<', '10', 'mi_idx.info_type_id', '>', '100']",4955918.0
3847,"['t.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '1968']",62889.0
3848,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '1995', 'ci.role_id', '>', '3', 'mk.keyword_id', '<', '712']",563280.0
3849,"['mk.keyword_id', '>', '24185']",779187.0
3850,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '>', '687']",2008969.0
3851,"['mk.keyword_id', '=', '15855']",2925.0
3852,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1948']",3935538.0
3853,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2007', 'mi_idx.info_type_id', '=', '100']",12816.0
3854,"['mc.company_id', '<', '3755', 'mc.company_type_id', '=', '1']",670911.0
3855,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '>', '1998', 'mi.info_type_id', '>', '2']",32709756.0
3856,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 'mi_idx.info_type_id', '<', '100', 'mk.keyword_id', '<', '2853']",1313491.0
3857,"['mk.keyword_id', '<', '872']",930708.0
3858,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1975']",1324913.0
3859,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2008']",445642.0
3860,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '2011', 'mk.keyword_id', '>', '11956']",28986.0
3861,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '>', '2012', 'mi.info_type_id', '<', '7']",239161.0
3862,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '<', '1494946', 'ci.role_id', '>', '2']",4240670.0
3863,"['t.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1996', 'mk.keyword_id', '=', '39010']",3.0
3864,"['mk.keyword_id', '<', '11652']",3087649.0
3865,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '2010', 'mi_idx.info_type_id', '>', '100']",11384.0
3866,"['t.id', '=', 'mi.movie_id', 't.kind_id', '>', '4', 't.production_year', '=', '1972', 'mi.info_type_id', '>', '2']",22832.0
3867,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '2008', 'mc.company_type_id', '<', '2']",21099552.0
3868,"['t.id', '=', 'ci.movie_id', 't.production_year', '<', '2009', 'ci.role_id', '=', '1']",9449003.0
3869,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 'mc.company_type_id', '<', '2']",2969732.0
3870,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '=', '1', 'mc.company_type_id', '=', '1']",31337214.0
3871,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '30287']",609530.0
3872,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 'ci.person_id', '<', '2969764']",17337864.0
3873,"['mk.keyword_id', '=', '104082']",2.0
3874,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2010', 'mi_idx.info_type_id', '<', '101']",558724.0
3875,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mc.company_id', '>', '5']",4065848.0
3876,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '>', '2000']",16657594.0
3877,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '2006', 'mi_idx.info_type_id', '=', '100']",20523.0
3878,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2004', 'mc.company_id', '>', '89713', 'mc.company_type_id', '>', '1']",1664.0
3879,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '1980']",105490.0
3880,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mc.company_id', '<', '109044']",3757692.0
3881,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '1975', 'mi.info_type_id', '=', '17']",163590.0
3882,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '3', 't.production_year', '=', '2010']",24849.0
3883,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '<', '84']",3324421.0
3884,"['mk.keyword_id', '<', '355']",465401.0
3885,"['ci.person_id', '=', '2813301', 'ci.role_id', '=', '10']",22.0
3886,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '2', 't.production_year', '>', '1976']",100377.0
3887,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'ci.person_id', '=', '231048']",409.0
3888,"['t.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1957', 'ci.role_id', '<', '2']",4542816.0
3889,"['mk.keyword_id', '>', '5990']",2046353.0
3890,"['ci.person_id', '<', '2751136', 'ci.role_id', '>', '10']",87140.0
3891,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.production_year', '<', '2008', 'mc.company_id', '<', '6', 'mc.company_type_id', '<', '2', 'ci.role_id', '=', '10']",7242.0
3892,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '1969']",6653.0
3893,"['ci.person_id', '>', '819738']",27878714.0
3894,"['ci.person_id', '>', '445774', 'ci.role_id', '=', '1']",9343928.0
3895,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '=', '2004', 'mi.info_type_id', '=', '2', 'mk.keyword_id', '>', '5612']",70019.0
3896,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2011', 'mi_idx.info_type_id', '=', '100']",292486.0
3897,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 'mk.keyword_id', '<', '11691']",1060889.0
3898,"['ci.person_id', '=', '1429681', 'ci.role_id', '=', '1']",322.0
3899,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2011']",112138.0
3900,"['mc.company_id', '>', '80071']",420043.0
3901,"['t.id', '=', 'ci.movie_id', 't.production_year', '>', '2006', 'ci.role_id', '<', '10']",12094854.0
3902,"['ci.person_id', '=', '1471373', 'ci.role_id', '<', '10']",4.0
3903,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 'mi.info_type_id', '=', '17']",57481.0
3904,"['ci.person_id', '>', '2169661']",14831302.0
3905,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '=', '89069']",31.0
3906,"['t.id', '=', 'mi.movie_id', 't.production_year', '=', '1980']",95590.0
3907,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '1993', 'mi_idx.info_type_id', '<', '101']",13118.0
3908,"['t.id', '=', 'mk.movie_id', 't.production_year', '>', '2006', 'mk.keyword_id', '>', '17264']",258421.0
3909,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '<', '1975', 'mc.company_id', '=', '70577', 'mc.company_type_id', '=', '2']",27.0
3910,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '2', 'mi_idx.info_type_id', '=', '100']",212359.0
3911,"['t.kind_id', '>', '3', 't.production_year', '=', '2003']",50569.0
3912,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '2010', 'mi_idx.info_type_id', '=', '99']",3156023.0
3913,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '1988', 'ci.role_id', '>', '4', 'mi_idx.info_type_id', '>', '99']",80396.0
3914,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '1998', 'mk.keyword_id', '=', '2439']",2289.0
3915,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '2005', 'ci.person_id', '=', '1929826', 'mk.keyword_id', '<', '641']",198.0
3916,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '2013', 'ci.person_id', '=', '529872', 'ci.role_id', '<', '10']",15.0
3917,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '1', 't.production_year', '>', '1945', 'mi_idx.info_type_id', '=', '101']",249948.0
3918,"['mk.keyword_id', '=', '52705']",4.0
3919,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '=', '1957', 'mi.info_type_id', '<', '3', 'mk.keyword_id', '<', '5016']",20837.0
3920,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '2', 't.production_year', '<', '2011', 'mi.info_type_id', '>', '4', 'mk.keyword_id', '>', '16264']",946469.0
3921,"['t.kind_id', '<', '4', 't.production_year', '<', '2010']",686054.0
3922,"['t.id', '=', 'ci.movie_id', 't.production_year', '>', '2012', 'ci.person_id', '>', '952632', 'ci.role_id', '>', '4']",229734.0
3923,"['t.id', '=', 'mc.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '1961']",424285.0
3924,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '2010', 'mc.company_id', '<', '133486', 'mc.company_type_id', '=', '2']",73237.0
3925,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '3']",57017325.0
3926,"['ci.person_id', '<', '2695831']",26049916.0
3927,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'ci.person_id', '=', '2137401', 'ci.role_id', '<', '9']",37.0
3928,"['ci.person_id', '<', '1114001']",11339336.0
3929,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '1', 't.production_year', '=', '1900', 'mi.info_type_id', '>', '2']",25339.0
3930,"['mc.company_id', '>', '793', 'mc.company_type_id', '<', '2']",823958.0
3931,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '4', 't.production_year', '>', '2003', 'ci.role_id', '=', '8', 'mi_idx.info_type_id', '>', '100']",103668.0
3932,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '=', '2001', 'ci.person_id', '>', '3936968', 'mk.keyword_id', '=', '17153']",13.0
3933,"['mc.company_id', '>', '189', 'mc.company_type_id', '>', '1']",1250974.0
3934,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '<', '2002', 'mi.info_type_id', '>', '16']",63305137.0
3935,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mk.keyword_id', '=', '8716']",1661.0
3936,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '>', '2007', 'mc.company_id', '<', '11931', 'mc.company_type_id', '<', '2']",3588619.0
3937,"['mk.keyword_id', '<', '6117']",2501960.0
3938,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '>', '731172', 'ci.role_id', '=', '3']",31919209.0
3939,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '1987', 'mi_idx.info_type_id', '>', '100']",5156.0
3940,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '1916', 'mi.info_type_id', '=', '3']",9118.0
3941,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '2009', 'mi_idx.info_type_id', '>', '101']",20.0
3942,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 'ci.person_id', '>', '1150163', 'ci.role_id', '<', '2', 'mi_idx.info_type_id', '<', '101']",3169660.0
3943,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mi.info_type_id', '=', '107']",3066282.0
3944,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 'mc.company_id', '>', '397', 'mc.company_type_id', '>', '1', 'mi_idx.info_type_id', '<', '101']",249884.0
3945,"['t.id', '=', 'mc.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '1986', 'mc.company_id', '>', '9749']",4645.0
3946,"['mk.keyword_id', '=', '1749']",4049.0
3947,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '>', '31', 'mc.company_type_id', '<', '2', 'mi.info_type_id', '<', '5']",5128508.0
3948,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1993', 'mi_idx.info_type_id', '<', '100']",187914.0
3949,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '>', '598206', 'ci.role_id', '=', '5']",818450.0
3950,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '<', '1994']",524504.0
3951,"['t.id', '=', 'mi.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '2009', 'mi.info_type_id', '>', '16']",32532.0
3952,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '1', 't.production_year', '=', '2001', 'mc.company_id', '<', '14405']",10827.0
3953,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_id', '>', '14354', 'ci.person_id', '=', '2424833']",5.0
3954,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2011', 'mi_idx.info_type_id', '<', '101']",25736.0
3955,"['mk.keyword_id', '>', '9779']",1587758.0
3956,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '2', 't.production_year', '>', '1960', 'mi.info_type_id', '>', '16', 'mi_idx.info_type_id', '<', '101']",599394.0
3957,"['t.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 'mk.keyword_id', '=', '317']",166.0
3958,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1980']",15224185.0
3959,"['mk.keyword_id', '<', '3046']",1841214.0
3960,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 'mi_idx.info_type_id', '=', '101']",773084.0
3961,"['t.kind_id', '=', '7', 't.production_year', '>', '1994']",1099095.0
3962,"['mk.keyword_id', '=', '2438']",895.0
3963,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '4', 't.production_year', '<', '2006']",559977.0
3964,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 'mc.company_id', '>', '34570']",990770.0
